endpoint,input_size,enc_cycles,enc_usec,dec_cycles,dec_usec
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,20744,7
client,64,10372,3,15558,5
server,64,7779,3,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,15558,5
server,64,7779,3,20744,8
client,64,7779,3,10372,4
server,64,7779,3,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,18151,5
client,64,7779,3,15558,5
server,64,7779,3,10372,4
client,64,7779,3,7779,4
server,64,7779,2,10372,3
client,64,7779,2,10372,4
server,64,7779,3,10372,3
client,64,10372,3,10372,3
server,64,7779,3,7779,3
client,64,7779,2,7779,3
server,64,7779,3,10372,3
client,64,7779,3,7779,3
server,64,7779,3,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,7779,3,18151,6
server,64,10372,3,12965,5
client,64,7779,3,15558,6
server,64,10372,3,0,0
client,64,12965,4,12965,5
server,64,7779,3,10372,4
client,64,7779,3,10372,4
server,64,7779,3,10372,4
client,64,7779,3,7779,4
server,64,7779,2,10372,3
client,64,7779,3,10372,3
server,64,7779,3,10372,3
client,64,7779,3,10372,3
server,64,7779,3,7779,4
client,64,5186,3,7779,3
server,64,7779,3,15558,5
client,64,7779,3,10372,3
server,64,7779,2,10372,4
client,64,5186,3,0,0
server,64,0,0,10372,3
client,64,7779,3,0,0
server,64,0,0,10372,4
client,64,7779,2,0,0
server,64,0,0,7779,3
client,64,7779,2,0,0
server,64,0,0,7779,3
client,64,7779,2,0,0
server,64,0,0,7779,3
client,64,7779,2,0,0
server,64,0,0,7779,4
client,64,7779,3,0,0
server,64,0,0,7779,3
client,64,7779,3,0,0
server,64,0,0,10372,3
client,64,7779,3,0,0
server,64,0,0,7779,4
client,64,7779,3,0,0
server,64,0,0,10372,3
client,64,7779,3,0,0
server,64,0,0,10372,3
client,64,5186,3,0,0
server,64,0,0,7779,4
client,64,5186,3,0,0
server,64,0,0,10372,3
client,64,7779,2,0,0
server,64,0,0,10372,4
client,64,7779,2,0,0
server,64,0,0,12965,4
client,64,10372,3,0,0
server,64,0,0,12965,4
client,64,7779,3,0,0
server,64,0,0,7779,4
client,64,7779,2,0,0
server,64,0,0,10372,3
client,64,5186,3,0,0
server,64,0,0,10372,3
client,64,7779,2,0,0
server,64,0,0,7779,3
client,64,7779,2,0,0
server,64,0,0,10372,3
client,64,7779,3,0,0
server,64,0,0,10372,3
client,64,5186,3,0,0
server,64,0,0,10372,3
client,64,5186,3,0,0
server,64,0,0,10372,3
client,64,5186,3,0,0
server,64,0,0,10372,3
client,64,7779,3,0,0
server,64,0,0,7779,3
client,64,5186,3,0,0
server,64,0,0,10372,3
client,64,7779,3,0,0
server,64,0,0,7779,3
client,64,7779,2,0,0
server,64,0,0,10372,3
client,64,7779,3,0,0
server,64,0,0,10372,3
client,64,7779,2,0,0
server,64,0,0,7779,3
client,64,5186,3,0,0
server,64,0,0,10372,3
client,64,7779,3,0,0
server,64,0,0,15558,5
client,64,10372,4,0,0
server,64,0,0,10372,3
client,64,5186,3,0,0
server,64,0,0,10372,3
client,64,7779,3,0,0
server,64,0,0,10372,3
client,64,7779,2,0,0
server,64,0,0,10372,3
client,64,7779,3,0,0
server,64,0,0,7779,4
client,64,7779,2,0,0
server,64,0,0,7779,4
client,64,7779,2,0,0
server,64,0,0,10372,3
client,64,7779,2,0,0
server,64,0,0,7779,4
client,64,5186,3,0,0
server,64,0,0,10372,3
client,64,7779,2,0,0
server,64,0,0,10372,3
client,64,7779,3,0,0
server,64,0,0,10372,3
client,64,5186,3,7779,4
server,64,7779,3,23337,7
client,64,7779,4,15558,6
server,64,0,0,12965,5
client,64,7779,3,10372,3
server,64,10372,3,10372,3
client,64,7779,2,10372,3
server,64,7779,3,7779,4
client,64,10372,3,300788,116
server,64,10372,3,10372,4
client,64,5186,3,10372,3
server,64,7779,3,5186,2
client,64,7779,3,10372,3
server,64,7779,2,10372,3
client,64,7779,2,10372,3
server,64,7779,2,10372,4
client,64,10372,3,10372,3
server,64,7779,2,0,0
client,64,7779,3,10372,3
server,64,7779,3,10372,3
client,64,7779,3,7779,4
server,64,7779,3,10372,3
client,64,7779,3,10372,3
server,64,7779,3,7779,3
client,64,7779,2,0,0
server,64,0,0,10372,3
client,64,7779,3,0,0
server,64,0,0,7779,3
client,64,7779,3,10372,3
server,64,7779,3,10372,3
client,64,300788,116,10372,3
server,64,7779,3,10372,3
client,64,7779,2,10372,3
server,64,7779,3,10372,3
client,64,7779,3,10372,3
server,64,7779,3,10372,3
client,64,7779,3,10372,3
server,64,7779,3,10372,3
client,64,7779,3,10372,3
server,64,7779,3,10372,3
client,64,7779,3,7779,4
server,64,5186,3,10372,3
client,64,7779,3,10372,3
server,64,7779,2,10372,3
client,64,10372,3,10372,3
server,64,5186,3,10372,3
client,64,7779,2,7779,3
server,64,7779,3,10372,3
client,64,7779,3,7779,4
server,64,10372,4,12965,4
client,64,10372,3,7779,4
server,64,7779,2,7779,4
client,64,7779,2,10372,3
server,64,7779,2,10372,3
client,64,7779,3,0,0
server,64,0,0,10372,4
client,64,7779,3,0,0
server,64,0,0,7779,4
client,64,7779,3,10372,3
server,64,7779,3,10372,3
client,64,7779,2,10372,3
server,64,10372,4,7779,4
client,64,7779,3,10372,3
server,64,7779,3,7779,4
client,64,7779,3,7779,4
server,64,7779,2,10372,3
client,64,7779,3,7779,3
server,64,7779,3,10372,3
client,64,7779,3,7779,4
server,64,7779,3,10372,3
client,64,7779,2,10372,3
server,64,7779,3,7779,4
client,64,7779,2,7779,4
server,64,7779,2,7779,3
client,64,7779,3,7779,4
server,64,7779,3,10372,3
client,64,7779,3,7779,4
server,64,7779,3,10372,3
client,64,10372,3,7779,4
server,64,7779,3,10372,3
client,64,10372,3,10372,3
server,64,7779,3,10372,3
client,64,7779,3,10372,3
server,64,7779,2,10372,3
client,64,10372,3,7779,3
server,64,7779,3,10372,3
client,64,7779,3,7779,3
server,64,7779,3,10372,3
client,64,7779,3,7779,4
server,64,7779,2,7779,3
client,64,7779,3,10372,3
server,64,7779,3,10372,3
client,64,7779,3,10372,3
server,64,7779,2,10372,3
client,64,7779,3,10372,3
server,64,7779,2,10372,3
client,64,7779,3,10372,3
server,64,7779,3,10372,3
client,64,7779,2,10372,3
server,64,7779,3,7779,3
client,64,7779,3,10372,3
server,64,7779,2,7779,3
client,64,7779,3,7779,4
server,64,7779,3,10372,3
client,64,10372,4,10372,3
server,64,7779,3,7779,3
client,64,7779,3,7779,4
server,64,7779,3,10372,3
client,64,7779,3,7779,3
server,64,7779,3,7779,3
client,64,7779,3,7779,3
server,64,7779,2,7779,4
client,64,7779,2,10372,3
server,64,10372,3,7779,4
client,64,7779,2,10372,3
server,64,7779,3,10372,3
client,64,7779,3,10372,3
server,64,7779,2,7779,3
client,64,7779,3,10372,3
server,64,7779,3,10372,3
client,64,10372,3,10372,3
server,64,7779,3,7779,4
client,64,7779,3,7779,4
server,64,7779,3,10372,3
client,64,7779,2,0,0
server,64,0,0,7779,3
client,64,7779,3,10372,3
server,64,7779,3,7779,4
client,64,36302,3,10372,3
server,64,7779,3,10372,3
client,64,10372,3,0,0
server,64,10372,3,15558,5
client,64,7779,3,15558,5
server,64,7779,4,25930,8
client,64,10372,3,33709,11
server,64,10372,3,12965,5
client,64,10372,3,10372,5
server,64,7779,3,12965,4
client,64,10372,3,10372,4
server,64,7779,3,18151,6
client,64,12965,4,10372,4
server,64,7779,2,12965,4
client,64,10372,3,12965,4
server,64,7779,2,12965,4
client,64,7779,2,10372,4
server,64,7779,2,7779,4
client,64,7779,3,15558,6
server,64,7779,2,10372,4
client,64,10372,3,10372,3
server,64,7779,3,10372,3
client,64,7779,3,10372,3
server,64,10372,3,10372,3
client,64,7779,3,7779,4
server,64,7779,3,10372,3
client,64,7779,3,10372,3
server,64,7779,3,7779,4
client,64,7779,3,10372,3
server,64,7779,3,15558,5
client,64,10372,4,7779,4
server,64,7779,3,10372,3
client,64,7779,3,10372,3
server,64,7779,2,10372,3
client,64,7779,2,10372,5
server,64,5186,3,15558,5
client,64,12965,4,12965,4
server,64,7779,3,10372,3
client,64,7779,2,10372,4
server,64,7779,3,7779,4
client,64,7779,3,7779,3
server,64,7779,3,10372,3
client,64,7779,2,10372,3
server,64,7779,2,2593,2
client,64,12965,3,10372,3
server,64,7779,3,7779,4
client,64,7779,3,10372,4
server,64,7779,3,10372,3
client,64,7779,3,10372,3
server,64,7779,3,10372,3
client,64,7779,3,10372,3
server,64,12965,4,15558,5
client,64,15558,5,25930,8
server,64,15558,6,23337,8
client,64,12965,4,12965,5
server,64,7779,3,10372,4
client,64,7779,3,15558,5
server,64,23337,8,15558,5
client,64,7779,3,46674,18
server,64,15558,4,15558,6
client,64,7779,3,15558,6
server,64,10372,3,12965,4
client,64,10372,3,15558,6
server,64,7779,4,10372,4
client,64,7779,3,10372,3
server,64,10372,3,7779,4
client,64,7779,3,10372,4
server,64,7779,3,10372,3
client,64,7779,2,10372,4
server,64,7779,3,7779,4
client,64,7779,3,10372,3
server,64,7779,3,10372,3
client,64,7779,2,10372,3
server,64,7779,2,10372,3
client,64,7779,3,10372,3
server,64,7779,3,7779,4
client,128,7779,4,12965,4
server,128,12965,3,15558,5
client,128,10372,4,12965,4
server,128,10372,3,12965,4
client,128,10372,4,12965,4
server,128,10372,4,10372,4
client,128,12965,4,12965,4
server,128,10372,4,0,0
client,128,10372,4,10372,5
server,128,10372,4,0,0
client,128,10372,4,10372,4
server,128,10372,3,12965,4
client,128,10372,4,12965,4
server,128,10372,4,10372,5
client,128,10372,3,10372,4
server,128,12965,4,10372,5
client,128,10372,4,12965,4
server,128,10372,3,2593,2
client,128,10372,3,12965,4
server,128,10372,4,10372,5
client,128,10372,4,20744,7
server,128,18151,6,23337,8
client,128,25930,10,0,0
server,128,0,0,18151,6
client,128,10372,4,0,0
server,128,0,0,15558,6
client,128,10372,4,0,0
server,128,0,0,12965,6
client,128,15558,5,0,0
server,128,0,0,12965,5
client,128,10372,4,0,0
server,128,0,0,12965,4
client,128,10372,4,0,0
server,128,0,0,18151,6
client,128,18151,6,0,0
server,128,0,0,10372,5
client,128,10372,4,0,0
server,128,0,0,12965,4
client,128,10372,4,0,0
server,128,0,0,12965,5
client,128,12965,4,0,0
server,128,0,0,12965,4
client,128,12965,4,0,0
server,128,0,0,15558,5
client,128,10372,3,0,0
server,128,0,0,12965,5
client,128,10372,4,0,0
server,128,0,0,12965,4
client,128,10372,4,0,0
server,128,0,0,12965,4
client,128,10372,4,0,0
server,128,0,0,12965,5
client,128,10372,4,0,0
server,128,0,0,12965,4
client,128,10372,4,0,0
server,128,0,0,10372,5
client,128,10372,4,0,0
server,128,0,0,20744,8
client,128,15558,6,0,0
server,128,0,0,20744,8
client,128,18151,7,0,0
server,128,0,0,20744,8
client,128,15558,5,0,0
server,128,0,0,15558,5
client,128,12965,4,0,0
server,128,0,0,12965,5
client,128,10372,4,0,0
server,128,0,0,10372,5
client,128,10372,4,0,0
server,128,0,0,23337,7
client,128,15558,6,0,0
server,128,0,0,18151,6
client,128,15558,6,0,0
server,128,0,0,12965,5
client,128,10372,4,0,0
server,128,0,0,12965,5
client,128,10372,4,0,0
server,128,0,0,12965,4
client,128,10372,4,0,0
server,128,0,0,10372,4
client,128,10372,4,0,0
server,128,0,0,12965,4
client,128,10372,3,0,0
server,128,0,0,10372,4
client,128,10372,4,0,0
server,128,0,0,38895,15
client,128,10372,3,0,0
server,128,0,0,38895,14
client,128,10372,4,0,0
server,128,0,0,10372,4
client,128,10372,4,0,0
server,128,0,0,12965,4
client,128,10372,4,0,0
server,128,0,0,10372,4
client,128,10372,4,0,0
server,128,0,0,12965,4
client,128,12965,4,0,0
server,128,0,0,12965,4
client,128,10372,4,0,0
server,128,0,0,12965,4
client,128,10372,4,0,0
server,128,0,0,10372,4
client,128,10372,3,0,0
server,128,0,0,10372,4
client,128,10372,4,0,0
server,128,0,0,15558,6
client,128,10372,3,0,0
server,128,0,0,10372,5
client,128,10372,4,0,0
server,128,0,0,12965,4
client,128,12965,4,0,0
server,128,0,0,12965,4
client,128,10372,3,0,0
server,128,0,0,10372,4
client,128,10372,3,0,0
server,128,0,0,10372,4
client,128,10372,4,0,0
server,128,0,0,12965,4
client,128,10372,4,0,0
server,128,0,0,10372,5
client,128,10372,4,0,0
server,128,0,0,12965,4
client,128,10372,4,0,0
server,128,0,0,12965,4
client,128,10372,4,0,0
server,128,0,0,10372,4
client,128,10372,3,0,0
server,128,0,0,12965,4
client,128,7779,4,0,0
server,128,0,0,12965,4
client,128,10372,4,0,0
server,128,0,0,10372,5
client,128,10372,4,0,0
server,128,0,0,10372,5
client,128,10372,4,0,0
server,128,0,0,10372,5
client,128,10372,4,0,0
server,128,0,0,10372,4
client,128,10372,3,0,0
server,128,0,0,12965,4
client,128,10372,4,0,0
server,128,0,0,10372,4
client,128,10372,3,0,0
server,128,0,0,10372,5
client,128,10372,4,0,0
server,128,0,0,10372,5
client,128,10372,3,0,0
server,128,0,0,12965,4
client,128,12965,4,0,0
server,128,0,0,12965,4
client,128,10372,4,0,0
server,128,0,0,12965,4
client,128,10372,3,0,0
server,128,0,0,10372,5
client,128,10372,3,0,0
server,128,0,0,10372,4
client,128,10372,4,0,0
server,128,0,0,10372,5
client,128,10372,14,0,0
server,128,0,0,12965,4
client,128,10372,4,0,0
server,128,0,0,10372,5
client,128,10372,4,0,0
server,128,0,0,10372,4
client,128,10372,4,0,0
server,128,0,0,12965,4
client,128,10372,4,0,0
server,128,0,0,10372,4
client,128,7779,4,0,0
server,128,0,0,10372,5
client,128,10372,4,0,0
server,128,0,0,12965,4
client,128,10372,4,0,0
server,128,0,0,12965,4
client,128,10372,4,0,0
server,128,0,0,12965,4
client,128,10372,4,0,0
server,128,0,0,10372,5
client,128,7779,4,0,0
server,128,0,0,10372,4
client,128,10372,3,0,0
server,128,0,0,12965,4
client,128,7779,4,0,0
server,128,0,0,12965,4
client,128,10372,4,0,0
server,128,0,0,12965,4
client,128,10372,3,0,0
server,128,0,0,10372,5
client,128,12965,4,0,0
server,128,0,0,10372,4
